variant,binary,version,dataset,run_index,seed,population,islands,generations,mutation_rate,elite_count,reported_length,cuda_elapsed_ms,generations_completed,target_reached,status,notes
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,data/berlin52.tsp,7,106,NA,256,2000,0.03,2,9392,NA,NA,NA,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,data/berlin52.tsp,7,106,NA,256,2000,0.03,2,9392,NA,NA,NA,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,7,106,NA,256,2000,0.03,2,9392,NA,NA,NA,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,data/berlin52.tsp,7,106,NA,256,2000,0.03,2,9392,NA,NA,NA,ok,
cuda_ga_b5_bigpop,build/CUDA-GA-B5-bigpop,GPU-Pop B5-bigpop,data/berlin52.tsp,7,106,NA,256,2000,0.03,2,7542,NA,NA,NA,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,7,106,NA,256,2000,0.03,2,9392,NA,NA,NA,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,8,107,NA,NA,NA,NA,NA,8181,NA,NA,NA,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,8,107,512,NA,2000,0.03,4,8106,NA,NA,NA,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,8,107,NA,256,2000,0.03,2,9411,334.074,2000,no,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,8,107,NA,256,2000,0.03,2,9411,331.534,2000,no,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,8,107,NA,256,2000,0.03,2,9411,284.218,2000,no,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,8,107,NA,256,2000,0.03,2,9419,NA,NA,NA,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,8,107,NA,256,2000,0.03,2,9411,NA,NA,NA,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,8,107,NA,256,2000,0.03,2,9411,279.976,2000,no,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,8,107,NA,256,2000,0.03,2,9411,NA,NA,NA,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,data/berlin52.tsp,8,107,NA,256,2000,0.03,2,9303,NA,NA,NA,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,data/berlin52.tsp,8,107,NA,256,2000,0.03,2,9303,NA,NA,NA,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,data/berlin52.tsp,8,107,NA,256,2000,0.03,2,9303,NA,NA,NA,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,8,107,NA,256,2000,0.03,2,9303,NA,NA,NA,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,data/berlin52.tsp,8,107,NA,256,2000,0.03,2,9303,NA,NA,NA,ok,
cuda_ga_b5_bigpop,build/CUDA-GA-B5-bigpop,GPU-Pop B5-bigpop,data/berlin52.tsp,8,107,NA,256,2000,0.03,2,7542,NA,NA,NA,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,8,107,NA,256,2000,0.03,2,9303,NA,NA,NA,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,9,108,NA,NA,NA,NA,NA,8181,NA,NA,NA,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,9,108,512,NA,2000,0.03,4,8106,NA,NA,NA,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,9,108,NA,256,2000,0.03,2,9071,334.653,2000,no,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,9,108,NA,256,2000,0.03,2,9071,330.408,2000,no,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,9,108,NA,256,2000,0.03,2,9071,283.419,2000,no,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,9,108,NA,256,2000,0.03,2,8889,NA,NA,NA,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,9,108,NA,256,2000,0.03,2,9071,NA,NA,NA,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,9,108,NA,256,2000,0.03,2,9071,279.629,2000,no,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,9,108,NA,256,2000,0.03,2,9071,NA,NA,NA,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,data/berlin52.tsp,9,108,NA,256,2000,0.03,2,8777,NA,NA,NA,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,data/berlin52.tsp,9,108,NA,256,2000,0.03,2,8777,NA,NA,NA,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,data/berlin52.tsp,9,108,NA,256,2000,0.03,2,8777,NA,NA,NA,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,9,108,NA,256,2000,0.03,2,8777,NA,NA,NA,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,data/berlin52.tsp,9,108,NA,256,2000,0.03,2,8777,NA,NA,NA,ok,
cuda_ga_b5_bigpop,build/CUDA-GA-B5-bigpop,GPU-Pop B5-bigpop,data/berlin52.tsp,9,108,NA,256,2000,0.03,2,7542,NA,NA,NA,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,9,108,NA,256,2000,0.03,2,8777,NA,NA,NA,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,10,109,NA,NA,NA,NA,NA,8181,NA,NA,NA,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,10,109,512,NA,2000,0.03,4,8080,NA,NA,NA,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,10,109,NA,256,2000,0.03,2,9039,333.418,2000,no,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,10,109,NA,256,2000,0.03,2,9039,332.125,2000,no,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,10,109,NA,256,2000,0.03,2,9039,284.199,2000,no,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,10,109,NA,256,2000,0.03,2,9039,NA,NA,NA,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,10,109,NA,256,2000,0.03,2,9039,NA,NA,NA,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,10,109,NA,256,2000,0.03,2,9039,279.701,2000,no,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,10,109,NA,256,2000,0.03,2,9039,NA,NA,NA,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,data/berlin52.tsp,10,109,NA,256,2000,0.03,2,9190,NA,NA,NA,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,data/berlin52.tsp,10,109,NA,256,2000,0.03,2,9190,NA,NA,NA,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,data/berlin52.tsp,10,109,NA,256,2000,0.03,2,9190,NA,NA,NA,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,10,109,NA,256,2000,0.03,2,9190,NA,NA,NA,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,data/berlin52.tsp,10,109,NA,256,2000,0.03,2,9190,NA,NA,NA,ok,
cuda_ga_b5_bigpop,build/CUDA-GA-B5-bigpop,GPU-Pop B5-bigpop,data/berlin52.tsp,10,109,NA,256,2000,0.03,2,7542,NA,NA,NA,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,10,109,NA,256,2000,0.03,2,9190,NA,NA,NA,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,11,110,NA,NA,NA,NA,NA,8181,NA,NA,NA,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,11,110,512,NA,2000,0.03,4,8076,NA,NA,NA,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,11,110,NA,256,2000,0.03,2,9055,333.479,2000,no,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,11,110,NA,256,2000,0.03,2,9055,329.728,2000,no,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,11,110,NA,256,2000,0.03,2,9055,284.442,2000,no,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,11,110,NA,256,2000,0.03,2,9059,NA,NA,NA,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,11,110,NA,256,2000,0.03,2,9055,NA,NA,NA,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,11,110,NA,256,2000,0.03,2,9055,279.586,2000,no,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,11,110,NA,256,2000,0.03,2,9055,NA,NA,NA,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,data/berlin52.tsp,11,110,NA,256,2000,0.03,2,9577,NA,NA,NA,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,data/berlin52.tsp,11,110,NA,256,2000,0.03,2,9577,NA,NA,NA,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,data/berlin52.tsp,11,110,NA,256,2000,0.03,2,9577,NA,NA,NA,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,11,110,NA,256,2000,0.03,2,9577,NA,NA,NA,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,data/berlin52.tsp,11,110,NA,256,2000,0.03,2,9577,NA,NA,NA,ok,
cuda_ga_b5_bigpop,build/CUDA-GA-B5-bigpop,GPU-Pop B5-bigpop,data/berlin52.tsp,11,110,NA,256,2000,0.03,2,7542,NA,NA,NA,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,11,110,NA,256,2000,0.03,2,9577,NA,NA,NA,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,12,111,NA,NA,NA,NA,NA,8181,NA,NA,NA,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,12,111,512,NA,2000,0.03,4,7951,NA,NA,NA,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,12,111,NA,256,2000,0.03,2,9165,333.661,2000,no,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,12,111,NA,256,2000,0.03,2,9165,327.868,2000,no,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,12,111,NA,256,2000,0.03,2,9165,284.124,2000,no,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,12,111,NA,256,2000,0.03,2,9143,NA,NA,NA,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,12,111,NA,256,2000,0.03,2,9165,NA,NA,NA,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,12,111,NA,256,2000,0.03,2,9165,280.049,2000,no,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,12,111,NA,256,2000,0.03,2,9165,NA,NA,NA,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,data/berlin52.tsp,12,111,NA,256,2000,0.03,2,9473,NA,NA,NA,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,data/berlin52.tsp,12,111,NA,256,2000,0.03,2,9473,NA,NA,NA,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,data/berlin52.tsp,12,111,NA,256,2000,0.03,2,9473,NA,NA,NA,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,12,111,NA,256,2000,0.03,2,9473,NA,NA,NA,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,data/berlin52.tsp,12,111,NA,256,2000,0.03,2,9473,NA,NA,NA,ok,
cuda_ga_b5_bigpop,build/CUDA-GA-B5-bigpop,GPU-Pop B5-bigpop,data/berlin52.tsp,12,111,NA,256,2000,0.03,2,7542,NA,NA,NA,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,12,111,NA,256,2000,0.03,2,9473,NA,NA,NA,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,13,112,NA,NA,NA,NA,NA,8181,NA,NA,NA,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,13,112,512,NA,2000,0.03,4,7640,NA,NA,NA,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,13,112,NA,256,2000,0.03,2,9226,334.22,2000,no,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,13,112,NA,256,2000,0.03,2,9226,329.84,2000,no,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,13,112,NA,256,2000,0.03,2,9226,283.97,2000,no,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,13,112,NA,256,2000,0.03,2,9155,NA,NA,NA,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,13,112,NA,256,2000,0.03,2,9226,NA,NA,NA,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,13,112,NA,256,2000,0.03,2,9226,280.167,2000,no,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,13,112,NA,256,2000,0.03,2,9226,NA,NA,NA,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,data/berlin52.tsp,13,112,NA,256,2000,0.03,2,8965,NA,NA,NA,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,data/berlin52.tsp,13,112,NA,256,2000,0.03,2,8965,NA,NA,NA,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,data/berlin52.tsp,13,112,NA,256,2000,0.03,2,8965,NA,NA,NA,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,13,112,NA,256,2000,0.03,2,8965,NA,NA,NA,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,data/berlin52.tsp,13,112,NA,256,2000,0.03,2,8965,NA,NA,NA,ok,
cuda_ga_b5_bigpop,build/CUDA-GA-B5-bigpop,GPU-Pop B5-bigpop,data/berlin52.tsp,13,112,NA,256,2000,0.03,2,7542,NA,NA,NA,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,13,112,NA,256,2000,0.03,2,8965,NA,NA,NA,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,14,113,NA,NA,NA,NA,NA,8181,NA,NA,NA,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,14,113,512,NA,2000,0.03,4,7717,NA,NA,NA,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,14,113,NA,256,2000,0.03,2,9117,332.028,2000,no,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,14,113,NA,256,2000,0.03,2,9117,334.176,2000,no,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,14,113,NA,256,2000,0.03,2,9117,284.402,2000,no,ok,
